"city","state_id","state_name","county_fips","county_name","lat","lng"
"Hungerford","TX","Texas",48481,"Wharton",29.404,-96.0837
"Rocky Mound","TX","Texas",48063,"Camp",33.029,-95.029
"Falcon Mesa","TX","Texas",48505,"Zapata",26.8706,-99.2907
"Las Lomitas","TX","Texas",48247,"Jim Hogg",27.3378,-98.6629
"Box Canyon","TX","Texas",48465,"Val Verde",29.5335,-101.1586
"Mobeetie","TX","Texas",48483,"Wheeler",35.5291,-100.4394
"Mertens","TX","Texas",48217,"Hill",32.0588,-96.8937
"Ratamosa","TX","Texas",48061,"Cameron",26.2006,-97.8445
"Toyah","TX","Texas",48389,"Reeves",31.3125,-103.7946
"Uncertain","TX","Texas",48203,"Harrison",32.7064,-94.1269
"Pena","TX","Texas",48427,"Starr",26.4155,-98.97
"Driftwood","TX","Texas",48209,"Hays",30.133,-98.0373
"Putnam","TX","Texas",48059,"Callahan",32.3703,-99.1955
"Radar Base","TX","Texas",48323,"Maverick",28.8568,-100.5336
"Lago","TX","Texas",48061,"Cameron",26.0885,-97.6132
"Pawnee","TX","Texas",48025,"Bee",28.6483,-98.0083
"Woodloch","TX","Texas",48339,"Montgomery",30.2173,-95.4132
"H. Cuellar Estates","TX","Texas",48427,"Starr",26.5611,-99.1258
"Marietta","TX","Texas",48067,"Cass",33.1735,-94.5425
"Fluvanna","TX","Texas",48415,"Scurry",32.8833,-101.1415
"Catarina","TX","Texas",48127,"Dimmit",28.3499,-99.6161
"Realitos","TX","Texas",48131,"Duval",27.4454,-98.5303
"Lasana","TX","Texas",48061,"Cameron",26.2585,-97.695
"Dell City","TX","Texas",48229,"Hudspeth",31.9349,-105.1998
"La Carla","TX","Texas",48427,"Starr",26.4354,-98.7406
"Westdale","TX","Texas",48249,"Jim Wells",27.9657,-97.9937
"Bluff Dale","TX","Texas",48143,"Erath",32.3497,-98.0249
"La Minita","TX","Texas",48427,"Starr",26.5024,-99.0735
"Valentine","TX","Texas",48243,"Jeff Davis",30.5886,-104.4953
"Normanna","TX","Texas",48025,"Bee",28.5277,-97.7831
"Del Mar Heights","TX","Texas",48061,"Cameron",26.0567,-97.4236
"Petronila","TX","Texas",48355,"Nueces",27.6713,-97.6322
"Yznaga","TX","Texas",48061,"Cameron",26.3188,-97.8153
"Oklaunion","TX","Texas",48487,"Wilbarger",34.1294,-99.1443
"Shiro","TX","Texas",48185,"Grimes",30.6087,-95.8862
"Colorado Acres","TX","Texas",48479,"Webb",27.6449,-99.2143
"Villa Verde","TX","Texas",48215,"Hidalgo",26.1303,-97.9956
"Whitharral","TX","Texas",48219,"Hockley",33.7391,-102.3278
"Buena Vista","TX","Texas",48427,"Starr",26.2941,-98.6109
"Umbarger","TX","Texas",48381,"Randall",34.9564,-102.1094
"Salineño","TX","Texas",48427,"Starr",26.5176,-99.112
"Encino","TX","Texas",48047,"Brooks",26.9364,-98.1152
"Fowlerton","TX","Texas",48283,"La Salle",28.4608,-98.8114
"La Esperanza","TX","Texas",48427,"Starr",26.4313,-98.8923
"Pinebrook","TX","Texas",48185,"Grimes",30.3125,-95.8767
"Praesel","TX","Texas",48331,"Milam",30.631,-97.0211
"Sun Valley","TX","Texas",48277,"Lamar",33.6705,-95.4287
"Garciasville","TX","Texas",48427,"Starr",26.3198,-98.6997
"Midfield","TX","Texas",48321,"Matagorda",28.9404,-96.2132
"Longoria","TX","Texas",48427,"Starr",26.3024,-98.6425
"Tierra Bonita","TX","Texas",48061,"Cameron",26.2727,-97.8276
"Proctor","TX","Texas",48093,"Comanche",31.9867,-98.4304
"Quesada","TX","Texas",48427,"Starr",26.2819,-98.5819
"Spade","TX","Texas",48279,"Lamb",33.926,-102.1543
"Lelia Lake","TX","Texas",48129,"Donley",34.9015,-100.7699
"Perrin","TX","Texas",48237,"Jack",33.0348,-98.0693
"Bonanza Hills","TX","Texas",48479,"Webb",27.7948,-99.4695
"Ramos","TX","Texas",48427,"Starr",26.428,-99.027
"Guadalupe Guerra","TX","Texas",48427,"Starr",26.4108,-99.0819
"Amaya","TX","Texas",48507,"Zavala",28.7121,-99.8353
"Dayton Lakes","TX","Texas",48291,"Liberty",30.1446,-94.8208
"Amistad","TX","Texas",48465,"Val Verde",29.5245,-101.1531
"Alanreed","TX","Texas",48179,"Gray",35.2117,-100.7325
"Ben Arnold","TX","Texas",48331,"Milam",30.9589,-96.9731
"Las Palmas","TX","Texas",48505,"Zapata",26.9515,-99.276
"Brookston","TX","Texas",48277,"Lamar",33.6232,-95.7001
"Palo Blanco","TX","Texas",48427,"Starr",26.3876,-98.9024
"La Moca Ranch","TX","Texas",48479,"Webb",27.902,-99.5036
"Redford","TX","Texas",48377,"Presidio",29.4342,-104.1824
"Los Veteranos I","TX","Texas",48479,"Webb",27.6333,-99.2186
"Lopeño","TX","Texas",48505,"Zapata",26.7118,-99.101
"Spofford","TX","Texas",48271,"Kinney",29.1733,-100.4112
"Paisano Park","TX","Texas",48409,"San Patricio",28.0951,-97.8592
"Sylvester","TX","Texas",48151,"Fisher",32.7221,-100.2507
"Toco","TX","Texas",48277,"Lamar",33.6539,-95.6492
"Sheffield","TX","Texas",48371,"Pecos",30.6859,-101.8224
"Normandy","TX","Texas",48323,"Maverick",28.9099,-100.598
"South Fork Estates","TX","Texas",48247,"Jim Hogg",27.2697,-98.7239
"Los Huisaches","TX","Texas",48479,"Webb",27.907,-99.4758
"El Brazil","TX","Texas",48427,"Starr",26.4686,-98.7269
"Loma Vista","TX","Texas",48427,"Starr",26.4169,-98.9814
"Acala","TX","Texas",48229,"Hudspeth",31.3344,-105.9028
"Harwood","TX","Texas",48177,"Gonzales",29.6664,-97.5018
"McCaulley","TX","Texas",48151,"Fisher",32.7786,-100.2052
"Los Arcos","TX","Texas",48479,"Webb",27.6144,-99.2105
"La Coma","TX","Texas",48479,"Webb",27.5029,-99.3014
"Lipscomb","TX","Texas",48295,"Lipscomb",36.2215,-100.2621
"Evergreen","TX","Texas",48427,"Starr",26.4247,-99.024
"Victoria Vera","TX","Texas",48427,"Starr",26.3182,-98.6929
"Dorchester","TX","Texas",48181,"Grayson",33.532,-96.6958
"La Paloma Ranchettes","TX","Texas",48427,"Starr",26.3148,-98.623
"Samnorwood","TX","Texas",48087,"Collingsworth",35.05,-100.2814
"Domino","TX","Texas",48067,"Cass",33.2495,-94.1162
"Los Veteranos II","TX","Texas",48479,"Webb",27.7711,-99.4433
"Farnsworth","TX","Texas",48357,"Ochiltree",36.3111,-100.9683
"Fernando Salinas","TX","Texas",48427,"Starr",26.3979,-98.8311
"Quail","TX","Texas",48087,"Collingsworth",34.9151,-100.3919
"Barksdale","TX","Texas",48137,"Edwards",29.7293,-100.0338
"Loma Linda East","TX","Texas",48249,"Jim Wells",27.7663,-98.1942
"Quintana","TX","Texas",48039,"Brazoria",28.9279,-95.3171
"Oakhurst","TX","Texas",48407,"San Jacinto",30.7434,-95.3072
"Girard","TX","Texas",48263,"Kent",33.3636,-100.6598
"Concepcion","TX","Texas",48131,"Duval",27.3951,-98.3556
"Flowella","TX","Texas",48047,"Brooks",27.22,-98.0645
"Valera","TX","Texas",48083,"Coleman",31.7536,-99.5493
"Mosheim","TX","Texas",48035,"Bosque",31.6304,-97.6002
"Briggs","TX","Texas",48053,"Burnet",30.8895,-97.9219
"Regino Ramirez","TX","Texas",48427,"Starr",26.488,-98.9338
"Falconaire","TX","Texas",48427,"Starr",26.5511,-99.1168
"Lamkin","TX","Texas",48093,"Comanche",31.8241,-98.2619
"Iago","TX","Texas",48481,"Wharton",29.2665,-95.963
"Villarreal","TX","Texas",48427,"Starr",26.3072,-98.6443
"El Socio","TX","Texas",48427,"Starr",26.3404,-98.6371
"Sunset Acres","TX","Texas",48479,"Webb",27.7942,-99.4566
"Botines","TX","Texas",48479,"Webb",27.7719,-99.4571
"Tunis","TX","Texas",48051,"Burleson",30.544,-96.528
"Chapeno","TX","Texas",48427,"Starr",26.5508,-99.1339
"Impact","TX","Texas",48441,"Taylor",32.5002,-99.7465
"Carlton","TX","Texas",48193,"Hamilton",31.9197,-98.1714
"Los Ybanez","TX","Texas",48115,"Dawson",32.7188,-101.9174
"Santel","TX","Texas",48427,"Starr",26.3756,-98.8833
"Santa Monica","TX","Texas",48489,"Willacy",26.3654,-97.59
"Gutierrez","TX","Texas",48427,"Starr",26.34,-98.6319
"Mentone","TX","Texas",48301,"Loving",31.7073,-103.5989
"Elbert","TX","Texas",48447,"Throckmorton",33.2747,-99.0021
"Falman","TX","Texas",48409,"San Patricio",27.9281,-97.1713
"Hillside Acres","TX","Texas",48479,"Webb",27.6762,-99.1777
"Aguilares","TX","Texas",48479,"Webb",27.4516,-99.0932
"Tierra Dorada","TX","Texas",48427,"Starr",26.4007,-98.9213
"Valle Hermoso","TX","Texas",48427,"Starr",26.3823,-98.7871
"Clay","TX","Texas",48051,"Burleson",30.3883,-96.346
"Burlington","TX","Texas",48331,"Milam",31.0047,-96.9915
"Morales-Sanchez","TX","Texas",48505,"Zapata",26.7876,-99.1147
"Manuel Garcia II","TX","Texas",48427,"Starr",26.3126,-98.6913
"Guerra","TX","Texas",48247,"Jim Hogg",26.8827,-98.8948
"Cuevitas","TX","Texas",48215,"Hidalgo",26.2585,-98.5788
"Mustang","TX","Texas",48349,"Navarro",32.0135,-96.4303
"Tanquecitos South Acres II","TX","Texas",48479,"Webb",27.487,-99.3882
"Laredo Ranchettes West","TX","Texas",48479,"Webb",27.4901,-99.3702
"Las Haciendas","TX","Texas",48479,"Webb",27.6347,-99.1952
"La Loma de Falcon","TX","Texas",48427,"Starr",26.5369,-99.0961
"Glazier","TX","Texas",48211,"Hemphill",36.0137,-100.2702
"La Casita","TX","Texas",48427,"Starr",26.3368,-98.7336
"Loma Linda East","TX","Texas",48427,"Starr",26.3281,-98.6894
"Las Pilas","TX","Texas",48479,"Webb",27.6815,-99.1833
"Lozano","TX","Texas",48061,"Cameron",26.1896,-97.5437
"Deanville","TX","Texas",48051,"Burleson",30.4295,-96.7569
"Flor del Rio","TX","Texas",48427,"Starr",26.4013,-98.9015
"El Camino Angosto","TX","Texas",48061,"Cameron",26.1115,-97.6438
"El Indio","TX","Texas",48323,"Maverick",28.5092,-100.3066
"Harding Gill Tract","TX","Texas",48215,"Hidalgo",26.4284,-98.0154
"Tulsita","TX","Texas",48025,"Bee",28.6423,-97.818
"Los Minerales","TX","Texas",48479,"Webb",27.6555,-99.6179
"Laredo Ranchettes","TX","Texas",48479,"Webb",27.4913,-99.3598
"Anacua","TX","Texas",48427,"Starr",26.3856,-98.9191
"Jardin de San Julian","TX","Texas",48427,"Starr",26.5254,-99.0999
"Indio","TX","Texas",48427,"Starr",26.5487,-99.0959
"La Chuparosa","TX","Texas",48427,"Starr",26.4037,-98.9268
"Los Lobos","TX","Texas",48505,"Zapata",26.6066,-99.1612
"Los Nopalitos","TX","Texas",48479,"Webb",27.6195,-99.2056
"Zarate","TX","Texas",48427,"Starr",26.3199,-98.6369
"Sandoval","TX","Texas",48427,"Starr",26.4182,-99.0794
"Four Points","TX","Texas",48479,"Webb",27.7964,-99.4548
"New Falcon","TX","Texas",48505,"Zapata",26.6382,-99.0947
"Pueblo East","TX","Texas",48479,"Webb",27.6748,-99.1896
"Rafael Pena","TX","Texas",48427,"Starr",26.301,-98.6409
"Martinez","TX","Texas",48427,"Starr",26.4221,-98.7529
"Moraida","TX","Texas",48427,"Starr",26.4149,-98.9767
"Cantu Addition","TX","Texas",48047,"Brooks",27.202,-98.1555
"Netos","TX","Texas",48427,"Starr",26.4108,-98.7585
"Summerfield","TX","Texas",48069,"Castro",34.7398,-102.5096
"Amada Acres","TX","Texas",48427,"Starr",26.3433,-98.7393
"San Fernando","TX","Texas",48427,"Starr",26.4033,-98.8351
"Casas","TX","Texas",48427,"Starr",26.4753,-98.9333
"Casa Blanca","TX","Texas",48427,"Starr",26.2976,-98.6102
"Rivereno","TX","Texas",48427,"Starr",26.3052,-98.6398
"Ramirez-Perez","TX","Texas",48427,"Starr",26.317,-98.6933
"Ramireno","TX","Texas",48505,"Zapata",27.0145,-99.3821
"Elias-Fela Solis","TX","Texas",48427,"Starr",26.3856,-98.6235
"Los Arrieros","TX","Texas",48427,"Starr",26.5164,-99.0844
"Los Corralitos","TX","Texas",48479,"Webb",27.6412,-99.5576
"Falcon Heights","TX","Texas",48427,"Starr",26.5604,-99.1225
"El Mesquite","TX","Texas",48427,"Starr",26.3847,-98.7716
"Valle Verde","TX","Texas",48479,"Webb",27.6797,-99.201
"Narciso Pena","TX","Texas",48427,"Starr",26.3019,-98.6407
"Brundage","TX","Texas",48127,"Dimmit",28.5739,-99.6702
"Falcon Village","TX","Texas",48427,"Starr",26.5652,-99.1341
